Series Name,Series Code,Country Name,Country Code,1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Argentina,ARG,..,..,..,..,12.2809220405173,..,..,..,..,..,..,..,..,..,14.1294278660707,..,..,..,..,15.4917818001276,..,..,..,17.5964944783087,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Armenia,ARM,..,..,..,..,5.1782551335477,..,..,..,..,..,..,..,..,..,4.4447260815385,..,..,..,..,4.80844155538981,..,..,..,6.69449890981904,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Australia,AUS,..,..,..,..,4.36979318252036,..,..,..,..,..,..,..,..,..,3.95449604319344,..,..,..,..,4.56955742794355,..,..,..,4.94105432186094,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Austria,AUT,..,..,..,..,2.67116315075768,..,..,..,..,..,..,..,..,..,2.77306151336402,..,..,..,..,2.67367991707398,..,..,..,3.5699786156552,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Azerbaijan,AZE,..,..,..,..,18.762527129821,..,..,..,..,..,..,..,..,..,10.2382655442008,..,..,..,..,7.43066270762916,..,..,..,5.98818904163466,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,"Bahamas, The",BHS,..,..,..,..,29.1582861134583,..,..,..,..,..,..,..,..,..,13.8598449446824,..,..,..,..,14.9000235690194,..,..,..,10.7101925570542,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Bahrain,BHR,..,..,..,..,6.11535643112164,..,..,..,..,..,..,..,..,..,6.02823745698247,..,..,..,..,5.61154046017116,..,..,..,5.00867408980183,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Bangladesh,BGD,..,..,..,..,50.2466530618096,..,..,..,..,..,..,..,..,..,32.9783972251383,..,..,..,..,28.8076630750759,..,..,..,22.6128372233556,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Barbados,BRB,..,..,..,..,15.9414818151855,..,..,..,..,..,..,..,..,..,13.5600848256622,..,..,..,..,13.3868693551514,..,..,..,12.9005007432283,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Belarus,BLR,..,..,..,..,2.35987674634563,..,..,..,..,..,..,..,..,..,2.16631647844005,..,..,..,..,1.81475719056696,..,..,..,1.60865374337322,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Belgium,BEL,..,..,..,..,7.50580615179344,..,..,..,..,..,..,..,..,..,7.28600009200708,..,..,..,..,7.8975898577875,..,..,..,7.89790553547321,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Belize,BLZ,..,..,..,..,20.1201681513643,..,..,..,..,..,..,..,..,..,19.1167287666923,..,..,..,..,19.4678336797473,..,..,..,15.935660184566,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Benin,BEN,..,..,..,..,63.5761139546372,..,..,..,..,..,..,..,..,..,57.661610951506,..,..,..,..,54.1182991834688,..,..,..,51.8319985999825,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Bhutan,BTN,..,..,..,..,40.6693124063262,..,..,..,..,..,..,..,..,..,27.3546451964596,..,..,..,..,21.4806595476079,..,..,..,18.2109373330241,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Bolivia,BOL,..,..,..,..,38.2713272305282,..,..,..,..,..,..,..,..,..,26.0196477484005,..,..,..,..,20.8672153241649,..,..,..,18.622322153459,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,3.1630684915225,..,..,..,..,..,..,..,..,..,2.1246786154964,..,..,..,..,1.93184786921491,..,..,..,1.80974774248712,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Botswana,BWA,..,..,..,..,65.7932495893517,..,..,..,..,..,..,..,..,..,52.4056654326472,..,..,..,..,45.9260195726618,..,..,..,44.9044531753364,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Brazil,BRA,..,..,..,..,18.0092376921174,..,..,..,..,..,..,..,..,..,13.824082750291,..,..,..,..,14.176204494403,..,..,..,13.7086408761723,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Brunei Darussalam,BRN,..,..,..,..,9.53328131631587,..,..,..,..,..,..,..,..,..,11.8298683594016,..,..,..,..,14.0489706715666,..,..,..,10.3409807344221,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Bulgaria,BGR,..,..,..,..,3.21429936037217,..,..,..,..,..,..,..,..,..,2.40866442867839,..,..,..,..,2.12346228460077,..,..,..,2.21400417234221,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Burkina Faso,BFA,..,..,..,..,73.1280296700363,..,..,..,..,..,..,..,..,..,65.1107187445876,..,..,..,..,57.7732901972285,..,..,..,54.1048280089536,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Burundi,BDI,..,..,..,..,62.7775020459683,..,..,..,..,..,..,..,..,..,60.5301584325218,..,..,..,..,54.4843023131018,..,..,..,51.1748058045556,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Cabo Verde,CPV,..,..,..,..,33.4723620940686,..,..,..,..,..,..,..,..,..,22.681709806951,..,..,..,..,18.1418956724714,..,..,..,15.8291786031253,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Cambodia,KHM,..,..,..,..,52.7518395634576,..,..,..,..,..,..,..,..,..,33.2292981642887,..,..,..,..,27.0779240465477,..,..,..,23.0343168225405,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Cameroon,CMR,..,..,..,..,65.8894710534579,..,..,..,..,..,..,..,..,..,60.3595352645135,..,..,..,..,56.8892107753323,..,..,..,51.8162254693138,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Canada,CAN,..,..,..,..,4.54924119952018,..,..,..,..,..,..,..,..,..,5.21486099636725,..,..,..,..,5.58540227423586,..,..,..,4.77225226729925,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Caribbean small states,CSS,..,..,..,..,17.7169612346062,..,..,..,..,..,..,..,..,..,12.5585531384107,..,..,..,..,11.5926265881526,..,..,..,10.8163825211863,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Central African Republic,CAF,..,..,..,..,67.1599828517215,..,..,..,..,..,..,..,..,..,64.0852580973493,..,..,..,..,60.5654044634152,..,..,..,59.061166797196,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Central Europe and the Baltics,CEB,..,..,..,..,3.62494720666531,..,..,..,..,..,..,..,..,..,3.3345773309974,..,..,..,..,3.91859328252736,..,..,..,4.64425613438535,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Chad,TCD,..,..,..,..,73.4853472652186,..,..,..,..,..,..,..,..,..,69.3369733009343,..,..,..,..,65.6773972195104,..,..,..,63.4475184752633,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Chile,CHL,..,..,..,..,10.8500010789318,..,..,..,..,..,..,..,..,..,8.13629253118485,..,..,..,..,7.51596987641588,..,..,..,7.11162087300677,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,China,CHN,..,..,..,..,9.45105229809989,..,..,..,..,..,..,..,..,..,5.09855007586708,..,..,..,..,4.13279712445999,..,..,..,3.54971055780421,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Colombia,COL,..,..,..,..,14.1624507242457,..,..,..,..,..,..,..,..,..,11.008446288901,..,..,..,..,10.4542008383461,..,..,..,10.3397734089232,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Comoros,COM,..,..,..,..,55.6235733396001,..,..,..,..,..,..,..,..,..,51.642027749975,..,..,..,..,46.7576842317674,..,..,..,44.0713381221766,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,70.0698110061884,..,..,..,..,..,..,..,..,..,63.5861572654645,..,..,..,..,60.1795803397612,..,..,..,56.1827809538902,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,"Congo, Rep.",COG,..,..,..,..,61.3898368024225,..,..,..,..,..,..,..,..,..,54.5633379079031,..,..,..,..,55.1270617961129,..,..,..,51.9672158322426,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Costa Rica,CRI,..,..,..,..,8.94153098996868,..,..,..,..,..,..,..,..,..,6.9212271730175,..,..,..,..,7.37865122931792,..,..,..,7.1284953663228,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Cote d'Ivoire,CIV,..,..,..,..,69.4821160825989,..,..,..,..,..,..,..,..,..,61.75800690055,..,..,..,..,57.8905845520958,..,..,..,54.3054200963566,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Croatia,HRV,..,..,..,..,3.32230935251745,..,..,..,..,..,..,..,..,..,1.68463163538551,..,..,..,..,2.09996455080655,..,..,..,3.3963940810779,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Cuba,CUB,..,..,..,..,8.82967451371772,..,..,..,..,..,..,..,..,..,7.22610716888934,..,..,..,..,8.43470486183684,..,..,..,9.21507185480928,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Cyprus,CYP,..,..,..,..,4.10969431647287,..,..,..,..,..,..,..,..,..,3.82787915119462,..,..,..,..,4.45954039759744,..,..,..,4.7917246170997,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Czech Republic,CZE,..,..,..,..,3.05836641699037,..,..,..,..,..,..,..,..,..,4.56675539494744,..,..,..,..,5.08745843527432,..,..,..,5.82779134424743,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Denmark,DNK,..,..,..,..,3.75319319078266,..,..,..,..,..,..,..,..,..,6.60022501587408,..,..,..,..,6.3742808751623,..,..,..,6.82614009736737,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Djibouti,DJI,..,..,..,..,60.282799427102,..,..,..,..,..,..,..,..,..,51.2007629145364,..,..,..,..,44.4125724424878,..,..,..,37.4138233548601,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Dominican Republic,DOM,..,..,..,..,34.9020465025111,..,..,..,..,..,..,..,..,..,21.8109565695697,..,..,..,..,15.5328627125626,..,..,..,12.5757640797339,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Early-demographic dividend,EAR,..,..,..,..,43.4620223605928,..,..,..,..,..,..,..,..,..,31.8939420598063,..,..,..,..,26.4539993028932,..,..,..,23.1919634499394,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,East Asia & Pacific,EAS,..,..,..,..,15.904661071906,..,..,..,..,..,..,..,..,..,10.8585074241193,..,..,..,..,9.56658723634387,..,..,..,8.42032221655974,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,..,16.5183579140723,..,..,..,..,..,..,..,..,..,10.7821151140539,..,..,..,..,9.2782788669369,..,..,..,8.18824944112887,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,East Asia & Pacific (IDA & IBRD),TEA,..,..,..,..,15.9787732792894,..,..,..,..,..,..,..,..,..,10.6954488079644,..,..,..,..,9.26087218242601,..,..,..,8.11781997321992,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Ecuador,ECU,..,..,..,..,23.1380717909096,..,..,..,..,..,..,..,..,..,14.5584466555545,..,..,..,..,13.401828383221,..,..,..,12.3367929690456,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,20.8667378351591,..,..,..,..,..,..,..,..,..,12.7963030093853,..,..,..,..,10.8222436470346,..,..,..,9.62846081312771,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,El Salvador,SLV,..,..,..,..,21.6329058999069,..,..,..,..,..,..,..,..,..,15.072055030061,..,..,..,..,15.4159609244775,..,..,..,15.7989247028582,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Equatorial Guinea,GNQ,..,..,..,..,63.9063964128415,..,..,..,..,..,..,..,..,..,62.8586572469484,..,..,..,..,59.9598502522995,..,..,..,59.5093933289138,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Eritrea,ERI,..,..,..,..,51.3006548422461,..,..,..,..,..,..,..,..,..,46.5216830030311,..,..,..,..,42.214884773995,..,..,..,38.6445053843302,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Estonia,EST,..,..,..,..,3.02900568047701,..,..,..,..,..,..,..,..,..,2.04932766530349,..,..,..,..,2.7749893454856,..,..,..,3.58259932872953,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Eswatini,SWZ,..,..,..,..,62.6115065723853,..,..,..,..,..,..,..,..,..,51.4113783177226,..,..,..,..,46.1915576430363,..,..,..,42.0794029267991,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Ethiopia,ETH,..,..,..,..,66.6676559954531,..,..,..,..,..,..,..,..,..,57.5492694627423,..,..,..,..,50.9538007724542,..,..,..,44.654315277746,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Euro area,EMU,..,..,..,..,4.91016466993185,..,..,..,..,..,..,..,..,..,4.88594828336673,..,..,..,..,5.61378416220455,..,..,..,5.76726199691305,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Europe & Central Asia,ECS,..,..,..,..,5.90149303581083,..,..,..,..,..,..,..,..,..,5.00326067973887,..,..,..,..,5.29535544971704,..,..,..,5.29193331732098,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..,..,6.21367088475294,..,..,..,..,..,..,..,..,..,5.01843592885192,..,..,..,..,4.78393520628132,..,..,..,4.48789815327096,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Europe & Central Asia (IDA & IBRD),TEC,..,..,..,..,6.02122676743148,..,..,..,..,..,..,..,..,..,4.90087244469903,..,..,..,..,4.7574884135451,..,..,..,4.59492249078317,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,European Union,EUU,..,..,..,..,4.5950469765656,..,..,..,..,..,..,..,..,..,4.52438370557023,..,..,..,..,5.24348918591084,..,..,..,5.55195008480708,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Fiji,FJI,..,..,..,..,12.4575454147898,..,..,..,..,..,..,..,..,..,9.92917999321239,..,..,..,..,9.75102251507991,..,..,..,9.350539618217,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Finland,FIN,..,..,..,..,6.90849710271139,..,..,..,..,..,..,..,..,..,1.93404231859438,..,..,..,..,1.20853070612295,..,..,..,1.42416707005328,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,63.6958794351275,..,..,..,..,..,..,..,..,..,54.2304376077192,..,..,..,..,50.7705115936805,..,..,..,48.1884432151067,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,France,FRA,..,..,..,..,6.59756945816517,..,..,..,..,..,..,..,..,..,5.90480937893407,..,..,..,..,6.57502583764667,..,..,..,6.36802803638816,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Gabon,GAB,..,..,..,..,51.1069738858651,..,..,..,..,..,..,..,..,..,49.7245395347697,..,..,..,..,45.9451669881843,..,..,..,46.2702217334233,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,"Gambia, The",GMB,..,..,..,..,64.2034734287799,..,..,..,..,..,..,..,..,..,57.8494620068573,..,..,..,..,54.3504411039931,..,..,..,52.173129196563,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Georgia,GEO,..,..,..,..,4.57132535088837,..,..,..,..,..,..,..,..,..,2.8821879947294,..,..,..,..,3.0363587208354,..,..,..,2.75314406500288,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Germany,DEU,..,..,..,..,4.01339387079037,..,..,..,..,..,..,..,..,..,4.63146515804543,..,..,..,..,5.00682305682493,..,..,..,4.7599854163992,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Ghana,GHA,..,..,..,..,64.0989224892945,..,..,..,..,..,..,..,..,..,53.3368829625446,..,..,..,..,48.1805743124211,..,..,..,45.238195906874,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Greece,GRC,..,..,..,..,3.91726698092792,..,..,..,..,..,..,..,..,..,5.73506651720784,..,..,..,..,9.88795253326466,..,..,..,12.8546065898118,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Grenada,GRD,..,..,..,..,14.424033954515,..,..,..,..,..,..,..,..,..,10.0344049950326,..,..,..,..,12.3507446161742,..,..,..,11.3394877661653,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Guatemala,GTM,..,..,..,..,44.5965136320133,..,..,..,..,..,..,..,..,..,28.3414118951755,..,..,..,..,23.7754870267857,..,..,..,22.3097034591438,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Guinea,GIN,..,..,..,..,71.4249672593903,..,..,..,..,..,..,..,..,..,62.9671102176884,..,..,..,..,59.9171905098499,..,..,..,57.9601248878216,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Guinea-Bissau,GNB,..,..,..,..,68.4304030968688,..,..,..,..,..,..,..,..,..,62.4850073160341,..,..,..,..,61.4186075374316,..,..,..,57.6206587004614,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Guyana,GUY,..,..,..,..,27.0591308257035,..,..,..,..,..,..,..,..,..,20.5004228003982,..,..,..,..,18.7716137112587,..,..,..,17.4113260046723,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Haiti,HTI,..,..,..,..,44.0665951999751,..,..,..,..,..,..,..,..,..,10.2500040055332,..,..,..,..,28.5463594619439,..,..,..,24.6562332642119,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,67.1953081588262,..,..,..,..,..,..,..,..,..,56.6179014377514,..,..,..,..,53.5438780756289,..,..,..,49.3366537552231,..
